gender,emotion,actor,path
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-01-01-02-02-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-02-01-01-01-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-02-01-01-02-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-02-01-02-01-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-02-01-02-02-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-02-02-01-01-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-02-02-01-02-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-02-02-02-01-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-02-02-02-02-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-03-01-01-01-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-03-01-01-02-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-03-01-02-01-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-03-01-02-02-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-03-02-01-01-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-03-02-01-02-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-03-02-02-01-02.wav
female,not stressed,2,D://sem6//capstone//archive//Actor_02//03-01-03-02-02-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-04-01-01-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-04-01-01-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-04-01-02-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-04-01-02-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-04-02-01-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-04-02-01-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-04-02-02-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-04-02-02-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-05-01-01-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-05-01-01-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-05-01-02-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-05-01-02-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-05-02-01-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-05-02-01-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-05-02-02-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-05-02-02-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-06-01-01-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-06-01-01-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-06-01-02-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-06-01-02-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-06-02-01-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-06-02-01-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-06-02-02-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-06-02-02-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-07-01-01-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-07-01-01-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-07-01-02-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-07-01-02-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-07-02-01-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-07-02-01-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-07-02-02-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-07-02-02-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-08-01-01-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-08-01-01-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-08-01-02-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-08-01-02-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-08-02-01-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-08-02-01-02-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-08-02-02-01-02.wav
female,stressed,2,D://sem6//capstone//archive//Actor_02//03-01-08-02-02-02-02.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-01-01-01-01-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-01-01-01-02-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-01-01-02-01-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-01-01-02-02-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-02-01-01-01-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-02-01-01-02-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-02-01-02-01-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-02-01-02-02-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-02-02-01-01-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-02-02-01-02-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-02-02-02-01-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-02-02-02-02-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-03-01-01-01-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-03-01-01-02-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-03-01-02-01-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-03-01-02-02-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-03-02-01-01-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-03-02-01-02-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-03-02-02-01-03.wav
male,not stressed,3,D://sem6//capstone//archive//Actor_03//03-01-03-02-02-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-04-01-01-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-04-01-01-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-04-01-02-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-04-01-02-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-04-02-01-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-04-02-01-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-04-02-02-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-04-02-02-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-05-01-01-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-05-01-01-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-05-01-02-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-05-01-02-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-05-02-01-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-05-02-01-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-05-02-02-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-05-02-02-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-06-01-01-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-06-01-01-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-06-01-02-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-06-01-02-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-06-02-01-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-06-02-01-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-06-02-02-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-06-02-02-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-07-01-01-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-07-01-01-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-07-01-02-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-07-01-02-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-07-02-01-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-07-02-01-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-07-02-02-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-07-02-02-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-08-01-01-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-08-01-01-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-08-01-02-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-08-01-02-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-08-02-01-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-08-02-01-02-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-08-02-02-01-03.wav
male,stressed,3,D://sem6//capstone//archive//Actor_03//03-01-08-02-02-02-03.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-01-01-01-01-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-01-01-01-02-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-01-01-02-01-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-01-01-02-02-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-02-01-01-01-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-02-01-01-02-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-02-01-02-01-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-02-01-02-02-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-02-02-01-01-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-02-02-01-02-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-02-02-02-01-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-02-02-02-02-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-03-01-01-01-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-03-01-01-02-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-03-01-02-01-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-03-01-02-02-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-03-02-01-01-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-03-02-01-02-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-03-02-02-01-04.wav
female,not stressed,4,D://sem6//capstone//archive//Actor_04//03-01-03-02-02-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-04-01-01-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-04-01-01-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-04-01-02-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-04-01-02-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-04-02-01-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-04-02-01-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-04-02-02-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-04-02-02-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-05-01-01-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-05-01-01-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-05-01-02-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-05-01-02-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-05-02-01-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-05-02-01-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-05-02-02-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-05-02-02-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-06-01-01-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-06-01-01-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-06-01-02-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-06-01-02-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-06-02-01-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-06-02-01-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-06-02-02-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-06-02-02-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-07-01-01-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-07-01-01-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-07-01-02-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-07-01-02-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-07-02-01-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-07-02-01-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-07-02-02-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-07-02-02-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-08-01-01-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-08-01-01-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-08-01-02-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-08-01-02-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-08-02-01-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-08-02-01-02-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-08-02-02-01-04.wav
female,stressed,4,D://sem6//capstone//archive//Actor_04//03-01-08-02-02-02-04.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-01-01-01-01-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-01-01-01-02-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-01-01-02-01-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-01-01-02-02-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-02-01-01-01-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-02-01-01-02-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-02-01-02-01-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-02-01-02-02-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-02-02-01-01-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-02-02-01-02-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-02-02-02-01-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-02-02-02-02-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-03-01-01-01-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-03-01-01-02-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-03-01-02-01-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-03-01-02-02-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-03-02-01-01-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-03-02-01-02-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-03-02-02-01-05.wav
male,not stressed,5,D://sem6//capstone//archive//Actor_05//03-01-03-02-02-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-04-01-01-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-04-01-01-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-04-01-02-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-04-01-02-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-04-02-01-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-04-02-01-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-04-02-02-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-04-02-02-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-05-01-01-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-05-01-01-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-05-01-02-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-05-01-02-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-05-02-01-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-05-02-01-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-05-02-02-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-05-02-02-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-06-01-01-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-06-01-01-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-06-01-02-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-06-01-02-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-06-02-01-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-06-02-01-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-06-02-02-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-06-02-02-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-07-01-01-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-07-01-01-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-07-01-02-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-07-01-02-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-07-02-01-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-07-02-01-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-07-02-02-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-07-02-02-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-08-01-01-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-08-01-01-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-08-01-02-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-08-01-02-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-08-02-01-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-08-02-01-02-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-08-02-02-01-05.wav
male,stressed,5,D://sem6//capstone//archive//Actor_05//03-01-08-02-02-02-05.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-01-01-01-01-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-01-01-01-02-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-01-01-02-01-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-01-01-02-02-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-02-01-01-01-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-02-01-01-02-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-02-01-02-01-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-02-01-02-02-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-02-02-01-01-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-02-02-01-02-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-02-02-02-01-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-02-02-02-02-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-03-01-01-01-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-03-01-01-02-06.wav
female,not stressed,6,D://sem6//capstone//archive//Actor_06//03-01-03-01-02-01-06.wav
